User_ID,Age,Gender,Annual_Income,Risk_Tolerance,Investment_Goal,Preferred_Sector,Investment_Horizon,Current_Investments,Recommended_Portfolio
U1205,20,Female,135306,Medium,Education,Consumer Goods,Medium-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U1206,25,Female,172779,Medium,House Purchase,Healthcare,Medium-term,Stocks,"70% Stocks, 20% Bonds, 10% Crypto"
U1207,22,Female,170322,Medium,Wealth Growth,Consumer Goods,Long-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U1208,55,Male,97299,Medium,Retirement,Finance,Short-term,Mixed Portfolio,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1209,20,Female,114031,High,Emergency Fund,Tech,Short-term,Bonds,"80% Stocks, 10% Crypto, 10% Cash"
U1210,56,Other,97684,Low,Wealth Growth,Energy,Medium-term,Crypto,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1211,41,Other,35417,Low,Emergency Fund,Tech,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1212,46,Male,86509,High,Emergency Fund,Finance,Long-term,Crypto,"70% Stocks, 20% Bonds, 10% Crypto"
U1213,47,Other,90625,Medium,Emergency Fund,Consumer Goods,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1214,21,Male,51336,Low,House Purchase,Energy,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1215,58,Male,171320,High,Education,Healthcare,Long-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U1216,20,Male,157878,Medium,House Purchase,Real Estate,Long-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U1217,51,Male,109616,Medium,Emergency Fund,Tech,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1218,20,Male,46235,High,Emergency Fund,Consumer Goods,Medium-term,Real Estate,"70% Stocks, 20% Bonds, 10% Crypto"
U1219,39,Male,44087,Low,House Purchase,Real Estate,Short-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1220,47,Male,39257,Low,House Purchase,Tech,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1221,46,Male,156154,Low,Retirement,Tech,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1222,59,Male,133110,High,Wealth Growth,Consumer Goods,Short-term,Stocks,"70% Stocks, 20% Bonds, 10% Crypto"
U1223,59,Other,55540,Low,House Purchase,Finance,Medium-term,Real Estate,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1224,43,Female,161218,Medium,Emergency Fund,Real Estate,Short-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U1225,63,Male,179850,Medium,Education,Real Estate,Short-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U1226,53,Female,95011,Medium,Retirement,Tech,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1227,46,Female,86511,Low,Emergency Fund,Healthcare,Short-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1228,47,Female,189944,Medium,Retirement,Energy,Long-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U1229,49,Male,120780,Low,Education,Real Estate,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1230,51,Male,69193,Medium,Emergency Fund,Energy,Long-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U1231,24,Female,156225,Medium,Retirement,Finance,Short-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U1232,27,Male,197027,Low,Retirement,Tech,Medium-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1233,45,Male,88357,Low,Wealth Growth,Energy,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1234,27,Female,145666,Low,Retirement,Consumer Goods,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1235,36,Female,21883,Medium,Emergency Fund,Real Estate,Medium-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U1236,28,Female,26335,Low,Emergency Fund,Healthcare,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1237,44,Female,170178,Low,Retirement,Energy,Long-term,Crypto,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U1238,41,Male,128512,Medium,Emergency Fund,Finance,Medium-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1239,42,Other,71563,Low,Retirement,Energy,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1240,26,Male,141359,High,Wealth Growth,Consumer Goods,Long-term,Crypto,"80% Stocks, 10% Crypto, 10% Cash"
U1241,25,Female,130637,High,Education,Energy,Short-term,Crypto,"80% Stocks, 10% Crypto, 10% Cash"
U1242,42,Female,100359,Medium,Emergency Fund,Finance,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1243,52,Female,60574,Medium,Emergency Fund,Real Estate,Long-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U1244,32,Male,154222,Medium,Emergency Fund,Consumer Goods,Long-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U1245,39,Male,108233,Medium,House Purchase,Consumer Goods,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1246,52,Male,153009,Medium,Education,Tech,Medium-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1247,63,Male,128701,Low,Retirement,Consumer Goods,Short-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1248,51,Male,29987,Medium,Emergency Fund,Healthcare,Medium-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1249,23,Male,166738,Medium,Education,Finance,Medium-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U1250,51,Male,44044,Medium,Retirement,Healthcare,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1251,34,Female,84846,High,Retirement,Finance,Medium-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U1252,45,Male,22665,Medium,Retirement,Healthcare,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1253,56,Male,189609,Low,Retirement,Healthcare,Short-term,Crypto,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1254,57,Male,126193,High,Wealth Growth,Consumer Goods,Long-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U1255,36,Female,88800,High,Emergency Fund,Finance,Short-term,Crypto,"70% Stocks, 20% Bonds, 10% Crypto"
U1256,52,Female,148855,Low,Education,Tech,Long-term,Mutual Funds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1257,20,Female,112361,High,Education,Real Estate,Short-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U1258,32,Female,26499,Medium,Retirement,Energy,Short-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U1259,41,Female,121746,Medium,Emergency Fund,Finance,Long-term,Mixed Portfolio,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1260,49,Male,23151,Low,House Purchase,Consumer Goods,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1261,25,Other,41573,Medium,Wealth Growth,Consumer Goods,Short-term,Mixed Portfolio,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U1262,48,Male,187966,Low,Education,Real Estate,Short-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1263,42,Female,175056,Low,House Purchase,Energy,Medium-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1264,34,Male,131041,Low,Education,Healthcare,Medium-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1265,48,Female,163801,Low,Emergency Fund,Tech,Medium-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1266,50,Male,187900,Medium,Emergency Fund,Real Estate,Medium-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U1267,63,Other,112173,Medium,Education,Consumer Goods,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1268,49,Other,158665,Medium,Wealth Growth,Tech,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1269,56,Female,137974,Medium,Wealth Growth,Energy,Medium-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U1270,50,Male,176604,High,House Purchase,Consumer Goods,Short-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U1271,56,Female,149211,High,Retirement,Finance,Medium-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U1272,37,Female,28450,Low,Retirement,Real Estate,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1273,52,Male,190932,Low,Retirement,Finance,Medium-term,Stocks,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1274,53,Male,20187,Medium,Education,Healthcare,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1275,52,Male,78966,Medium,Education,Real Estate,Medium-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U1276,23,Female,46096,Medium,House Purchase,Real Estate,Short-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U1277,44,Other,109385,Medium,House Purchase,Real Estate,Medium-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U1278,58,Male,192444,High,Retirement,Healthcare,Long-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U1279,31,Female,141736,Low,Wealth Growth,Real Estate,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1280,35,Male,193884,Medium,Emergency Fund,Energy,Long-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U1281,56,Female,118530,High,House Purchase,Healthcare,Medium-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U1282,64,Male,187827,Medium,Emergency Fund,Healthcare,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1283,49,Female,133949,High,Emergency Fund,Energy,Medium-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U1284,40,Female,112788,High,Retirement,Finance,Medium-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U1285,48,Male,33797,Medium,Retirement,Energy,Medium-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U1286,63,Male,150082,Medium,Wealth Growth,Tech,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1287,64,Other,176835,High,Emergency Fund,Tech,Short-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U1288,57,Female,147319,Medium,House Purchase,Tech,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1289,26,Female,79309,Low,Education,Healthcare,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1290,56,Female,67096,Medium,House Purchase,Healthcare,Short-term,Stocks,"70% Stocks, 20% Bonds, 10% Crypto"
U1291,62,Female,102538,Medium,House Purchase,Finance,Short-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U1292,42,Female,110656,Medium,Wealth Growth,Energy,Short-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U1293,62,Female,115404,Medium,House Purchase,Real Estate,Long-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U1294,29,Male,197581,Low,Wealth Growth,Finance,Medium-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U1295,28,Female,133727,Low,Emergency Fund,Healthcare,Medium-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1296,57,Other,145841,Low,Emergency Fund,Healthcare,Medium-term,Stocks,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1297,52,Female,54647,High,Emergency Fund,Tech,Short-term,Stocks,"70% Stocks, 20% Bonds, 10% Crypto"
U1298,36,Male,93788,High,House Purchase,Healthcare,Medium-term,Stocks,"70% Stocks, 20% Bonds, 10% Crypto"
U1299,25,Male,107373,High,House Purchase,Energy,Medium-term,Bonds,"80% Stocks, 10% Crypto, 10% Cash"
U1300,39,Male,134873,Medium,Wealth Growth,Finance,Short-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U1301,56,Female,190189,High,Wealth Growth,Tech,Long-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U1302,23,Female,188006,Medium,House Purchase,Consumer Goods,Long-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U1303,50,Male,99842,Medium,Retirement,Finance,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1304,39,Female,92631,Medium,Emergency Fund,Tech,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1305,37,Female,135428,Low,Education,Energy,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1306,56,Other,87454,Low,Education,Healthcare,Medium-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1307,60,Female,191595,Medium,Wealth Growth,Energy,Medium-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U1308,64,Female,49720,High,House Purchase,Healthcare,Medium-term,Crypto,"70% Stocks, 20% Bonds, 10% Crypto"
U1309,27,Female,96265,Low,Wealth Growth,Real Estate,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1310,26,Female,45656,Medium,Emergency Fund,Energy,Short-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U1311,40,Female,197760,Medium,House Purchase,Real Estate,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1312,20,Male,131383,Low,Emergency Fund,Real Estate,Medium-term,Bonds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U1313,24,Female,162031,Medium,Retirement,Finance,Short-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U1314,54,Female,165265,Low,Education,Real Estate,Medium-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1315,20,Male,151531,Low,Education,Tech,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1316,30,Male,191988,High,Retirement,Tech,Short-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U1317,44,Female,154032,Medium,Wealth Growth,Energy,Short-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U1318,44,Female,149013,Low,Wealth Growth,Consumer Goods,Long-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1319,56,Female,62217,Medium,House Purchase,Tech,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1320,43,Female,162254,Medium,Emergency Fund,Finance,Medium-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1321,25,Male,24016,Medium,Emergency Fund,Energy,Medium-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U1322,27,Female,67735,High,Retirement,Finance,Long-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U1323,21,Female,146671,Low,Education,Tech,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1324,26,Male,43238,Medium,Retirement,Consumer Goods,Short-term,Mutual Funds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U1325,49,Male,28157,Low,House Purchase,Finance,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1326,54,Male,179779,Low,Education,Real Estate,Long-term,Stocks,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1327,61,Other,177416,Medium,House Purchase,Finance,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1328,55,Male,184766,Medium,Retirement,Energy,Medium-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U1329,43,Male,102268,High,Wealth Growth,Tech,Long-term,Crypto,"80% Stocks, 10% Crypto, 10% Cash"
U1330,52,Male,48665,Medium,Retirement,Energy,Short-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U1331,52,Female,55680,Medium,Retirement,Healthcare,Medium-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1332,58,Female,184039,Medium,Retirement,Real Estate,Medium-term,Mutual Funds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U1333,32,Other,93805,High,Wealth Growth,Tech,Long-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U1334,63,Male,122780,Low,Education,Consumer Goods,Short-term,Crypto,"70% Stocks, 20% Bonds, 10% Crypto"
U1335,27,Male,106572,High,Emergency Fund,Healthcare,Medium-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U1336,44,Female,118071,Low,Wealth Growth,Tech,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1337,46,Female,38469,Low,Emergency Fund,Finance,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1338,58,Male,61059,Medium,House Purchase,Energy,Long-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U1339,56,Female,199666,High,Education,Consumer Goods,Long-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U1340,45,Female,49693,Low,House Purchase,Consumer Goods,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1341,57,Female,25737,Low,Emergency Fund,Consumer Goods,Long-term,Mixed Portfolio,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1342,46,Female,176138,High,Emergency Fund,Tech,Short-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U1343,60,Female,174638,High,Emergency Fund,Tech,Medium-term,Crypto,"80% Stocks, 10% Crypto, 10% Cash"
U1344,44,Male,156403,Low,House Purchase,Real Estate,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1345,40,Female,67826,Medium,Education,Consumer Goods,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1346,64,Male,180622,Medium,House Purchase,Real Estate,Long-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U1347,24,Male,71774,Medium,Emergency Fund,Consumer Goods,Short-term,Mutual Funds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U1348,56,Male,105405,Medium,Emergency Fund,Healthcare,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1349,29,Male,157783,Medium,Retirement,Tech,Short-term,Mutual Funds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U1350,24,Male,154303,High,Education,Consumer Goods,Long-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U1351,27,Male,147893,High,House Purchase,Consumer Goods,Short-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U1352,37,Female,67678,Medium,Emergency Fund,Consumer Goods,Long-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1353,32,Female,88363,High,Retirement,Consumer Goods,Short-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U1354,47,Female,21515,Low,House Purchase,Consumer Goods,Medium-term,Stocks,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1355,23,Female,37484,Medium,Emergency Fund,Healthcare,Medium-term,Crypto,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U1356,30,Male,28909,Medium,Retirement,Healthcare,Medium-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1357,53,Other,63818,Medium,House Purchase,Real Estate,Short-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U1358,39,Female,185282,Low,Wealth Growth,Energy,Long-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1359,43,Male,25658,Medium,Emergency Fund,Healthcare,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1360,54,Female,176487,Medium,House Purchase,Healthcare,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1361,52,Female,177708,Low,Education,Tech,Long-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1362,39,Female,163898,High,House Purchase,Healthcare,Medium-term,Bonds,"80% Stocks, 10% Crypto, 10% Cash"
U1363,42,Female,81052,Medium,Education,Real Estate,Long-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U1364,23,Female,37858,Medium,Emergency Fund,Finance,Short-term,Mutual Funds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U1365,53,Female,136256,Medium,Wealth Growth,Finance,Medium-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1366,53,Male,134007,Medium,Emergency Fund,Energy,Medium-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U1367,49,Other,124390,High,Wealth Growth,Finance,Medium-term,Bonds,"80% Stocks, 10% Crypto, 10% Cash"
U1368,51,Male,138469,Medium,Emergency Fund,Healthcare,Short-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1369,36,Male,117848,High,Emergency Fund,Tech,Short-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U1370,63,Other,160203,High,Wealth Growth,Energy,Long-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1371,45,Female,34736,Medium,Emergency Fund,Healthcare,Short-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U1372,26,Male,189624,Low,Wealth Growth,Healthcare,Long-term,Mutual Funds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1373,44,Other,190269,Medium,Retirement,Tech,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1374,40,Female,148766,Medium,Wealth Growth,Consumer Goods,Short-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1375,55,Female,21634,Medium,House Purchase,Healthcare,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1376,30,Female,84706,Medium,Retirement,Tech,Long-term,Bonds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U1377,30,Female,85140,Medium,House Purchase,Finance,Short-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U1378,24,Female,98649,Medium,Retirement,Real Estate,Short-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U1379,29,Female,91119,Medium,Retirement,Finance,Long-term,Crypto,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U1380,59,Male,183837,Low,Wealth Growth,Finance,Short-term,Crypto,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U1381,45,Male,48583,High,Education,Tech,Medium-term,Real Estate,"70% Stocks, 20% Bonds, 10% Crypto"
U1382,40,Male,146445,Low,Retirement,Finance,Long-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1383,24,Female,110357,Low,Emergency Fund,Real Estate,Short-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1384,43,Male,142361,Low,Emergency Fund,Finance,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1385,41,Male,116881,High,Emergency Fund,Real Estate,Medium-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U1386,30,Male,115952,Low,House Purchase,Energy,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U1387,35,Male,143586,Low,Emergency Fund,Real Estate,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
